antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.03162055335968379,0.042687747035573126,0.011462450592885375,0.3625,8.491898148148147,1.0,0.010112640409942352,1.5016662791598854,0.911048557353976,0.18238993710691825,0.3340730800990916,0.3155092592592592
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.06534914361001318,0.03162055335968379,0.014097496706192359,0.2157258064516129,6.822328629032259,1.0,0.012031120623662298,1.234746029649349,0.9130922801683139,0.17011128775834658,0.19011685319289007,0.33077956989247315
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.03162055335968379,0.06534914361001318,0.014097496706192359,0.44583333333333336,6.822328629032258,1.0,0.012031120623662298,1.6865880115308032,0.8812893381651726,0.17011128775834658,0.40708697490837337,0.33077956989247315
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.03906455862977602,0.05131752305665349,0.022134387351778657,0.5666104553119731,11.041266638813545,1.0,0.020129690963597135,2.188983302830368,0.946401435394203,0.32432432432432434,0.5431669128279808,0.4989663316354474
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.05131752305665349,0.03906455862977602,0.022134387351778657,0.43132220795892173,11.041266638813545,1.0,0.020129690963597135,1.6897713517548636,0.9586249384136684,0.32432432432432434,0.4082039567297204,0.4989663316354474
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.05625823451910408,0.05131752305665349,0.0344532279314888,0.6124121779859485,11.933782877826314,1.0,0.031566194684428055,2.447658112717879,0.9708209464987512,0.4711711711711712,0.5914462094178666,0.641892866913385
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.05131752305665349,0.05625823451910408,0.0344532279314888,0.6713735558408215,11.933782877826312,1.0,0.031566194684428055,2.871776700428194,0.9657649385140691,0.4711711711711712,0.6517835109356185,0.641892866913385
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.05625823451910408,0.03906455862977602,0.025098814229249013,0.446135831381733,11.42047541378534,1.0,0.02290111112846978,1.7349658920299602,0.966830126968458,0.35741088180112573,0.4236197929920276,0.5443158077650655
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.03906455862977602,0.05625823451910408,0.025098814229249013,0.642495784148398,11.420475413785342,1.0,0.02290111112846978,2.639805976085714,0.949530979567432,0.35741088180112573,0.6211842805648947,0.5443158077650655
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'PARTY BUNTING'}),0.08926218708827405,0.08906455862977603,0.012450592885375493,0.13948339483394834,1.5660931461385619,1.0,0.004500495590029872,1.058591357681521,0.3968961987045168,0.0750595710881652,0.05534841868522821,0.13963814712111616
frozenset({'PARTY BUNTING'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.08906455862977603,0.08926218708827405,0.012450592885375493,0.13979289940828402,1.5660931461385619,1.0,0.004500495590029872,1.0587424961794096,0.39681009163219155,0.0750595710881652,0.05548327038103084,0.13963814712111616
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.08926218708827405,0.1069828722002635,0.014888010540184453,0.16678966789667896,1.5590315016450655,1.0,0.005338485386603619,1.071778749485069,0.39372049480708604,0.08209226298583364,0.0669716109967237,0.15297611473651682
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.1069828722002635,0.08926218708827405,0.014888010540184453,0.13916256157635468,1.5590315016450655,1.0,0.005338485386603619,1.0579672447558246,0.40153333141840986,0.08209226298583364,0.054791152602463936,0.15297611473651682
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'SPOTTY BUNTING'}),0.08926218708827405,0.06455862977602109,0.01007905138339921,0.11291512915129152,1.7490323066495972,1.0,0.004316406894169397,1.054511694387264,0.47022893545603894,0.07011915673693858,0.05169377890962009,0.13451878906544168
frozenset({'SPOTTY BUNTING'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.06455862977602109,0.08926218708827405,0.01007905138339921,0.15612244897959182,1.749032306649597,1.0,0.004316406894169397,1.0792298145749595,0.4578109177943478,0.07011915673693858,0.07341329298446321,0.13451878906544168
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),0.08926218708827405,0.05289855072463768,0.010342555994729908,0.11586715867158671,2.1903654652984885,1.0,0.005620715663248744,1.0712207543974257,0.5967196876331763,0.07846076961519241,0.06648559982156822,0.1556919853133774
frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.05289855072463768,0.08926218708827405,0.010342555994729908,0.19551681195516812,2.1903654652984885,1.0,0.005620715663248744,1.1320781172881051,0.5738088392243627,0.07846076961519241,0.11666873095692239,0.1556919853133774
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.08926218708827405,0.12608695652173912,0.017193675889328065,0.192619926199262,1.5276752767527677,1.0,0.005938878386893512,1.082406009061283,0.3792646172393009,0.08676861702127661,0.07613225385985203,0.1644917812814492
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.12608695652173912,0.08926218708827405,0.017193675889328065,0.13636363636363638,1.5276752767527677,1.0,0.005938878386893512,1.0545385202135773,0.3952459922609177,0.08676861702127661,0.05171790235081376,0.1644917812814492
frozenset({'RETROSPOT TEA SET CERAMIC 11 PC'}),frozenset({'BAKING SET 9 PIECE RETROSPOT'}),0.05283267457180501,0.054281949934123844,0.014822134387351778,0.28054862842892764,5.168359441202818,1.0,0.011954273791359202,1.3144989188090686,0.8515021406160647,0.16059957173447537,0.23925384365778224,0.27680344042805605
frozenset({'BAKING SET 9 PIECE RETROSPOT'}),frozenset({'RETROSPOT TEA SET CERAMIC 11 PC'}),0.054281949934123844,0.05283267457180501,0.014822134387351778,0.27305825242718446,5.168359441202818,1.0,0.011954273791359202,1.3029480403219245,0.8528070338379617,0.16059957173447537,0.23250968645462927,0.27680344042805605
frozenset({'BLUE HARMONICA IN BOX'}),frozenset({'RED  HARMONICA IN BOX'}),0.03293807641633729,0.035507246376811595,0.017391304347826087,0.528,14.870204081632654,1.0,0.01622176395333295,2.0434168508965858,0.9645208900999092,0.3406451612903225,0.5106235912847483,0.5088979591836735
frozenset({'RED  HARMONICA IN BOX'}),frozenset({'BLUE HARMONICA IN BOX'}),0.035507246376811595,0.03293807641633729,0.017391304347826087,0.4897959183673469,14.870204081632652,1.0,0.01622176395333295,1.895441370223979,0.9670901350089929,0.3406451612903225,0.4724183951509759,0.5088979591836735
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03814229249011858,0.10322793148880105,0.011462450592885375,0.30051813471502586,2.911209499026224,1.0,0.007525100636889603,1.2820519201678622,0.6825335534410727,0.08823529411764705,0.2200003882299341,0.20577916946344785
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.10322793148880105,0.03814229249011858,0.011462450592885375,0.11104020421186982,2.9112094990262243,1.0,0.007525100636889603,1.0820036092376053,0.7320702573858152,0.08823529411764705,0.07578866515554988,0.20577916946344785
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.050263504611330695,0.03814229249011858,0.010737812911725955,0.21363040629095675,5.6008800820323374,1.0,0.008820647617262155,1.2231623847167326,0.8649310991497342,0.13825275657336725,0.18244706304340275,0.2475751340608497
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03814229249011858,0.050263504611330695,0.010737812911725955,0.2815198618307426,5.6008800820323374,1.0,0.008820647617262155,1.321868824110672,0.8540313441847626,0.13825275657336725,0.2434952835257455,0.2475751340608497
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.0683794466403162,0.03814229249011858,0.010013175230566536,0.14643545279383433,3.839188555112962,1.0,0.0074050263764991395,1.1268716708750077,0.7938084764307886,0.10375426621160411,0.11258750588387131,0.2044785208701469
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.03814229249011858,0.0683794466403162,0.010013175230566536,0.26252158894645944,3.839188555112962,1.0,0.0074050263764991395,1.2632512889818661,0.7688541520227526,0.10375426621160411,0.20839186255177872,0.2044785208701469
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.08333333333333333,0.03814229249011858,0.012516469038208168,0.15019762845849802,3.937823834196891,1.0,0.00933794466403162,1.1318604651162791,0.8138755980861244,0.11487303506650545,0.11649886994041503,0.2391748073207861
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03814229249011858,0.08333333333333333,0.012516469038208168,0.32815198618307423,3.937823834196891,1.0,0.00933794466403162,1.36439588688946,0.7756372130243423,0.11487303506650545,0.2670748940178992,0.2391748073207861
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.03814229249011858,0.05876152832674572,0.011133069828722003,0.2918825561312608,4.967239015776388,1.0,0.008891770428116879,1.3292123782897907,0.8303524643079889,0.12980030721966207,0.2476747761808888,0.24067221976966627
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.05876152832674572,0.03814229249011858,0.011133069828722003,0.18946188340807174,4.967239015776388,1.0,0.008891770428116879,1.1866902836774746,0.8485425763830449,0.12980030721966207,0.15732014178032525,0.24067221976966627
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03814229249011858,0.048221343873517786,0.019499341238471673,0.5112262521588946,10.601659163622978,1.0,0.01766006863618137,1.9472785932764425,0.9415895245975378,0.2916256157635468,0.4864627981569781,0.4577989184291741
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.048221343873517786,0.03814229249011858,0.019499341238471673,0.40437158469945356,10.601659163622978,1.0,0.01766006863618137,1.614862022700076,0.9515606761246295,0.2916256157635468,0.3807520481979114,0.4577989184291741
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03814229249011858,0.034519104084321475,0.015744400527009223,0.41278065630397237,11.958035043309733,1.0,0.014427762762528187,1.6441571727505233,0.9527128737385157,0.27662037037037035,0.3917856415593819,0.43444376326649004
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.034519104084321475,0.03814229249011858,0.015744400527009223,0.45610687022900764,11.958035043309733,1.0,0.014427762762528187,1.7684682060883434,0.9491376002631049,0.27662037037037035,0.4345388870677581,0.43444376326649004
frozenset({'HOT WATER BOTTLE KEEP CALM'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.0466403162055336,0.04459815546772068,0.016007905138339922,0.3432203389830509,7.695841574243298,1.0,0.013927833065141882,1.4546763568362444,0.9126248046461791,0.21278458844133105,0.3125618662182109,0.3510784117367249
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.04459815546772068,0.0466403162055336,0.016007905138339922,0.3589364844903989,7.695841574243298,1.0,0.013927833065141882,1.487153239467405,0.9106740793518242,0.21278458844133105,0.32757433903843663,0.3510784117367249
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.033069828722002634,0.04459815546772068,0.01686429512516469,0.5099601593625498,11.434557192206066,1.0,0.015389441762529921,1.9496411624195291,0.9437556419471318,0.27735644637053086,0.48708510095314805,0.4440495036103739
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.04459815546772068,0.033069828722002634,0.01686429512516469,0.3781388478581979,11.434557192206064,1.0,0.015389441762529921,1.5548972112950221,0.9551434401503137,0.27735644637053086,0.3568706711055623,0.4440495036103739
frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03412384716732543,0.04459815546772068,0.0113965744400527,0.3339768339768339,7.488579526984253,1.0,0.00987471379892758,1.4344874071528133,0.8970749757739521,0.16927592954990214,0.3028868744237978,0.2947579886280034
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),0.04459815546772068,0.03412384716732543,0.0113965744400527,0.2555391432791728,7.488579526984253,1.0,0.00987471379892758,1.2974169751343665,0.906909832089753,0.16927592954990214,0.22923777076646049,0.2947579886280034
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.04216073781291173,0.04459815546772068,0.015349143610013175,0.36406249999999996,8.163173929098965,1.0,0.013468852470399128,1.5023517948419132,0.9161230525824866,0.21494464944649447,0.33437693925394746,0.35411396787296895
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.04459815546772068,0.04216073781291173,0.015349143610013175,0.34416543574593794,8.163173929098965,1.0,0.013468852470399128,1.4604891452717539,0.9184602623284395,0.21494464944649447,0.31529788958895033,0.35411396787296895
frozenset({'COOK WITH WINE METAL SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.038010540184453226,0.0422266139657444,0.01758893280632411,0.462738301559792,10.95845150963751,1.0,0.01598387639932579,1.7826943346508564,0.9446530021408047,0.2807570977917981,0.4390513389970178,0.4396374815131253
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN'}),0.0422266139657444,0.038010540184453226,0.01758893280632411,0.4165366614664587,10.95845150963751,1.0,0.01598387639932579,1.6487573362079293,0.9488113206040423,0.2807570977917981,0.3934826077559983,0.4396374815131253
frozenset({'COOK WITH WINE METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),0.038010540184453226,0.03873517786561265,0.017127799736495388,0.45060658578856155,11.633006755561844,1.0,0.015655454701682576,1.7496839191531277,0.9501535511670417,0.28729281767955805,0.4284681998540546,0.44639172826843043
frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),frozenset({'COOK WITH WINE METAL SIGN'}),0.03873517786561265,0.038010540184453226,0.017127799736495388,0.4421768707482993,11.633006755561844,1.0,0.015655454701682576,1.7245420804010412,0.9508698127530365,0.28729281767955805,0.42013592398542654,0.44639172826843043
frozenset({'COOK WITH WINE METAL SIGN'}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.038010540184453226,0.044466403162055336,0.016600790513833993,0.4367417677642981,9.821837088388216,1.0,0.01491059850958459,1.696439647309213,0.9336755656861114,0.252,0.4105301644027608,0.40503755054881574
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN'}),0.044466403162055336,0.038010540184453226,0.016600790513833993,0.37333333333333335,9.821837088388216,1.0,0.01491059850958459,1.535089563535447,0.9399837494460037,0.252,0.3485722111894817,0.40503755054881574
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'LUNCH BOX I LOVE LONDON'}),0.039262187088274045,0.03300395256916996,0.010210803689064558,0.2600671140939597,7.879877828236146,1.0,0.008914996328641284,1.3068699416525502,0.9087749721303062,0.1645435244161359,0.2348129158625457,0.2847241758094549
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03300395256916996,0.039262187088274045,0.010210803689064558,0.3093812375249501,7.879877828236146,1.0,0.008914996328641284,1.391126139505129,0.9028935345424338,0.1645435244161359,0.2811579255093762,0.2847241758094549
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.039262187088274045,0.0453227931488801,0.02707509881422925,0.6895973154362416,15.215243093491495,1.0,0.025295626830254773,3.075608731260905,0.9724572340718021,0.47079037800687284,0.6748611129120996,0.6434905181832371
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.0453227931488801,0.039262187088274045,0.02707509881422925,0.5973837209302326,15.215243093491495,1.0,0.025295626830254773,2.3862368782789445,0.9786307136146263,0.47079037800687284,0.5809301209353354,0.6434905181832371
frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),0.04934123847167325,0.04156785243741765,0.030368906455862977,0.6154873164218959,14.806810559880159,1.0,0.028317897135993027,2.4925891615429663,0.9808603766505914,0.5016322089227421,0.5988107404828085,0.6730368436309162
frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),0.04156785243741765,0.04934123847167325,0.030368906455862977,0.7305863708399366,14.806810559880159,1.0,0.028317897135993027,3.5286216383786715,0.9729050859471224,0.5016322089227421,0.7166032228778489,0.6730368436309162
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),0.0422266139657444,0.03873517786561265,0.016271409749670618,0.38533541341653665,9.947944856569773,1.0,0.014635754347044946,1.5638851547922392,0.9391331370907176,0.2515274949083503,0.3605668568848017,0.4027017203137105
frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.03873517786561265,0.0422266139657444,0.016271409749670618,0.4200680272108843,9.947944856569773,1.0,0.014635754347044946,1.6515271289974847,0.9357220860856594,0.2515274949083503,0.39449980418606667,0.4027017203137105
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.0422266139657444,0.044466403162055336,0.015349143610013175,0.3634945397815913,8.174588316866009,1.0,0.013471477969243908,1.5012182244439278,0.9163646572028998,0.2151431209602955,0.33387432705167563,0.3543398624833882
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.044466403162055336,0.0422266139657444,0.015349143610013175,0.34518518518518515,8.174588316866007,1.0,0.013471477969243908,1.4626629764097794,0.9185126336486013,0.2151431209602955,0.3163155038937417,0.3543398624833882
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04295125164690382,0.03465085638998682,0.028458498023715414,0.6625766871165645,19.12150971564534,1.0,0.026970200371128364,2.860943825607858,0.9902346936694404,0.5790884718498661,0.650465000029306,0.7419347313909819
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03465085638998682,0.04295125164690382,0.028458498023715414,0.8212927756653993,19.12150971564534,1.0,0.026970200371128364,5.355400442912007,0.981720324118304,0.5790884718498661,0.8132726001239511,0.7419347313909819
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04295125164690382,0.1069828722002635,0.022859025032938077,0.5322085889570553,4.974708362295627,1.0,0.01826397676715601,1.9090071059850107,0.8348406416229737,0.17988595127008816,0.47616748158513567,0.37293926984798575
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.1069828722002635,0.04295125164690382,0.022859025032938077,0.21366995073891626,4.974708362295627,1.0,0.01826397676715601,1.2171081968092625,0.8947008587709178,0.17988595127008816,0.178380358770426,0.37293926984798575
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.04295125164690382,0.04815546772068511,0.033267457180500656,0.7745398773006135,16.084152308376627,1.0,0.031199119568255156,4.221786632966756,0.9799156016923278,0.5751708428246013,0.7631334581924917,0.7326871753124135
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.04815546772068511,0.04295125164690382,0.033267457180500656,0.6908344733242134,16.084152308376627,1.0,0.031199119568255156,3.095586880735015,0.9852732965178309,0.5751708428246013,0.676959478597299,0.7326871753124135
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'GREY HEART HOT WATER BOTTLE'}),0.04216073781291173,0.032740447957839265,0.010013175230566536,0.23750000000000002,7.2540241448692155,1.0,0.008632813788338793,1.268537117432342,0.9000941142402086,0.15431472081218273,0.2116903902472247,0.2716675050301811
frozenset({'GREY HEART HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.032740447957839265,0.04216073781291173,0.010013175230566536,0.3058350100603622,7.2540241448692155,1.0,0.008632813788338793,1.3798438066869068,0.8913279589356828,0.15431472081218273,0.27528029248392694,0.2716675050301811
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),0.044466403162055336,0.03873517786561265,0.015349143610013175,0.34518518518518515,8.911413454270596,1.0,0.01362672957448692,1.4679949206803427,0.9290980023167976,0.2262135922330097,0.3187987329434698,0.3707218442932728
frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.03873517786561265,0.044466403162055336,0.015349143610013175,0.39625850340136054,8.911413454270598,1.0,0.01362672957448692,1.5826866336358072,0.9235585611023267,0.2262135922330097,0.368162983911248,0.3707218442932728
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.06185770750988142,0.05204216073781291,0.02621870882740448,0.4238551650692226,8.144457475633923,1.0,0.022999500070302614,1.6453464160206908,0.9350576349199125,0.299023290758828,0.39222525404800546,0.4638263167118265
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.05204216073781291,0.06185770750988142,0.02621870882740448,0.5037974683544304,8.144457475633923,1.0,0.022999500070302614,1.8906439057836575,0.925375662188636,0.299023290758828,0.4710796692381331,0.4638263167118265
frozenset({'LARGE WHITE HEART OF WICKER'}),frozenset({'HEART OF WICKER LARGE'}),0.03320158102766799,0.05204216073781291,0.012648221343873518,0.38095238095238093,7.32007233273056,1.0,0.0109203393272821,1.531316509577379,0.8930396565821749,0.17422867513611615,0.3469671398788841,0.3119951778179626
